Recency,Frequency,Monetary,Churn,AvgOrderValue,PurchaseSpanDays,PurchaseInterval,RepeatRatio,ChurnProbability,RiskSegment,Segment,SegmentName
43,12,3112.73,0,259.39416666666665,632,57.45454545454545,1.0909090909090908,0.05037502252830898,Low Risk,2,VIP Loyal
86,7,1569.3600000000001,0,224.19428571428574,504,84.0,1.0,0.11835765883247863,Low Risk,0,Occasional
467,3,632.39,1,210.79666666666665,188,94.0,1.5,0.4865503976006098,Medium Risk,0,Occasional
427,2,785.25,1,392.625,143,143.0,1.0,0.5829771194104431,Medium Risk,0,Occasional
377,17,4006.17,1,235.6570588235294,352,22.0,1.4166666666666667,0.1764572892173154,Low Risk,2,VIP Loyal
634,2,1439.6100000000001,1,719.8050000000001,52,52.0,1.0,0.6493799513266384,High Risk,3,regular
40,6,829.0,0,138.16666666666666,605,121.0,1.2,0.07843984708687951,Low Risk,0,Occasional
391,2,374.64,1,187.32,153,153.0,1.0,0.5771567325161243,Medium Risk,0,Occasional
12,5,1092.14,0,218.42799999999997,411,102.75,1.0,0.2017863857407906,Low Risk,0,Occasional
408,1,175.53,1,175.53,0,0.0,1.0,0.6971177832861877,High Risk,1,Churned
96,3,908.99,0,302.99666666666667,375,187.5,1.0,0.2875106489831542,Low Risk,3,regular
26,8,1005.8,0,125.725,361,51.57142857142857,1.3333333333333333,0.2164490907707997,Low Risk,0,Occasional
383,1,349.51,1,349.51,0,0.0,1.0,0.6953717627403252,High Risk,1,Churned
319,2,244.2,1,122.1,346,346.0,1.0,0.4227333667688132,Medium Risk,0,Occasional
66,22,6978.92,0,317.2236363636364,592,28.19047619047619,1.6923076923076923,0.04652260314075054,Low Risk,2,VIP Loyal
675,1,517.8,1,517.8,0,0.0,1.0,0.6936774774205443,High Risk,1,Churned
380,7,1638.28,1,234.04,66,11.0,2.3333333333333335,0.5871896415250134,Medium Risk,0,Occasional
74,13,8999.19,0,692.2453846153846,615,51.25,1.4444444444444444,0.05406238829284012,Low Risk,2,VIP Loyal
429,2,200.82,1,100.41,6,6.0,1.0,0.6880541877950374,High Risk,1,Churned
28,13,3032.26,0,233.25076923076924,702,58.5,1.625,0.03386521448634959,Low Risk,2,VIP Loyal
6,4,605.06,0,151.265,62,20.666666666666668,1.3333333333333333,0.6126307658922003,High Risk,0,Occasional
513,2,990.0,1,495.0,30,30.0,1.0,0.6675040949115406,High Risk,3,regular
7,1,174.37,0,174.37,0,0.0,1.0,0.6971294057561079,High Risk,1,Churned
216,11,1820.72,1,165.52,433,43.3,1.2222222222222223,0.14160141465122783,Low Risk,0,Occasional
82,8,4838.18,0,604.7725,612,87.42857142857143,1.1428571428571428,0.06632502155541382,Low Risk,3,regular
84,2,777.53,0,388.765,55,55.0,1.0,0.6502897718163089,High Risk,0,Occasional
144,37,17249.55,0,466.20405405405404,593,16.47222222222222,2.642857142857143,0.03258541217226963,Low Risk,2,VIP Loyal
19,3,414.8,0,138.26666666666665,391,195.5,1.0,0.27417871223477147,Low Risk,0,Occasional
41,5,1708.1200000000001,0,341.624,598,149.5,1.0,0.08828168821660361,Low Risk,3,regular
428,4,1083.69,1,270.9225,113,37.666666666666664,1.3333333333333333,0.5509631586205749,Medium Risk,0,Occasional
173,1,192.85,0,192.85,0,0.0,1.0,0.6969442177946578,High Risk,1,Churned
17,4,893.78,0,223.445,411,137.0,1.0,0.22034485827947123,Low Risk,0,Occasional
243,1,239.49,1,239.49,0,0.0,1.0,0.696476554249852,High Risk,1,Churned
13,26,4546.54,0,174.8669230769231,718,28.72,1.368421052631579,0.0205248929363493,Low Risk,2,VIP Loyal
206,1,1384.25,1,1384.25,0,0.0,1.0,0.6848719413694013,High Risk,1,Churned
50,6,916.47,0,152.745,586,117.2,1.2,0.08592767199203007,Low Risk,0,Occasional
411,1,421.25,1,421.25,0,0.0,1.0,0.694650153102836,High Risk,1,Churned
23,5,732.0699999999999,0,146.414,152,38.0,1.0,0.4879124207249945,Medium Risk,0,Occasional
10,28,11551.74,0,412.5621428571429,721,26.703703703703702,1.3333333333333333,0.0195776748009495,Low Risk,2,VIP Loyal
25,11,3489.28,0,317.20727272727277,699,69.9,1.2222222222222223,0.03693819265205968,Low Risk,2,VIP Loyal
409,1,147.66,1,147.66,0,0.0,1.0,0.6973969533572095,High Risk,1,Churned
15,5,1539.04,0,307.808,644,161.0,1.0,0.07113682389093048,Low Risk,3,regular
406,1,107.75,1,107.75,0,0.0,1.0,0.6977964727182626,High Risk,1,Churned
309,2,280.53000000000003,1,140.265,104,104.0,1.0,0.6158184685586017,High Risk,0,Occasional
390,2,241.68,1,120.84,227,227.0,1.0,0.518512842503104,Medium Risk,0,Occasional
156,2,1445.031,0,722.5155,523,523.0,1.0,0.28700422451868424,Low Risk,3,regular
307,3,392.45,1,130.8166666666667,369,184.5,1.0,0.2943274270476168,Low Risk,0,Occasional
531,3,684.54,1,228.17999999999998,207,103.5,1.0,0.4624776511943278,Medium Risk,3,regular
541,1,131.53,1,131.53,0,0.0,1.0,0.6975584588481528,High Risk,1,Churned
64,4,1673.5,0,418.375,599,199.66666666666666,1.3333333333333333,0.1011063513282561,Low Risk,3,regular
16,9,2478.95,0,275.43888888888887,239,29.875,1.5,0.3400252326945522,Medium Risk,2,VIP Loyal
15,6,1120.74,0,186.79,719,143.8,1.0,0.04451707265402833,Low Risk,0,Occasional
11,18,6349.59,0,352.755,726,42.705882352941174,1.2857142857142858,0.02512689351101479,Low Risk,2,VIP Loyal
65,7,2093.94,0,299.13428571428574,660,110.0,1.0,0.055221993781712546,Low Risk,3,regular
36,4,247.95999999999998,0,61.989999999999995,228,76.0,1.3333333333333333,0.4124872149590622,Medium Risk,0,Occasional
108,14,5523.6900000000005,0,394.54928571428576,538,41.38461538461539,1.2727272727272727,0.07723465427988227,Low Risk,2,VIP Loyal
53,2,533.32,0,266.66,432,432.0,1.0,0.3552091212048546,Medium Risk,0,Occasional
517,3,818.22,1,272.74,129,64.5,1.0,0.5494241368003208,Medium Risk,0,Occasional
6,2,697.04,0,348.52,7,7.0,1.0,0.6851443826226955,High Risk,3,regular
400,2,396.71,1,198.355,2,2.0,2.0,0.6944852976341338,High Risk,1,Churned
47,5,789.59,0,157.91799999999998,604,151.0,1.25,0.08659897702203938,Low Risk,0,Occasional
1,33,10167.630000000001,0,308.11,737,24.566666666666666,1.9375,0.01571647172112251,Low Risk,2,VIP Loyal
312,2,518.42,1,259.21,321,321.0,1.0,0.44121380088152906,Medium Risk,0,Occasional
45,4,1185.14,0,296.285,501,167.0,1.0,0.1534872585711452,Low Risk,3,regular
65,4,1025.17,0,256.2925,495,165.0,1.0,0.15750853134762563,Low Risk,0,Occasional
26,1,164.34,0,164.34,0,0.0,1.0,0.697229889523222,High Risk,1,Churned
659,1,717.62,1,717.62,0,0.0,1.0,0.6916589449649578,High Risk,1,Churned
387,2,522.67,1,261.33500000000004,184,184.0,1.0,0.551713314287431,Medium Risk,0,Occasional
29,3,280.53999999999996,0,93.51333333333332,282,141.0,1.0,0.3816801671776901,Medium Risk,0,Occasional
40,2,1078.31,0,539.155,362,362.0,1.0,0.40596016021698095,Medium Risk,3,regular
541,1,236.2,1,236.2,0,0.0,1.0,0.6965095567269293,High Risk,1,Churned
593,1,167.35,1,167.35,0,0.0,1.0,0.6971997363555413,High Risk,1,Churned
12,14,2175.88,0,155.42000000000002,691,53.15384615384615,1.0769230769230769,0.03418941979246884,Low Risk,2,VIP Loyal
89,10,3319.53,0,331.95300000000003,647,71.88888888888889,1.1111111111111112,0.05048854475182132,Low Risk,3,regular
633,1,818.29,1,818.29,0,0.0,1.0,0.6906392139630745,High Risk,1,Churned
453,5,1039.8500000000001,1,207.96999999999997,207,51.75,1.6666666666666667,0.42139681935842854,Medium Risk,0,Occasional
24,6,2359.19,0,393.1983333333333,527,105.4,1.0,0.1126859538434105,Low Risk,3,regular
319,8,6272.53,1,784.06625,361,51.57142857142857,1.1428571428571428,0.21516513695871262,Low Risk,3,regular
568,2,288.1,1,144.05,122,122.0,1.0,0.6018920223257482,High Risk,0,Occasional
40,8,1278.75,0,159.84375,454,64.85714285714286,1.3333333333333333,0.1433913170901627,Low Risk,0,Occasional
174,1,177.34,0,177.34,0,0.0,1.0,0.6970996477215521,High Risk,1,Churned
545,2,231.69,1,115.845,129,129.0,1.0,0.5967259469029693,Medium Risk,0,Occasional
528,1,112.34,1,112.34,0,0.0,1.0,0.6977505397077397,High Risk,1,Churned
117,1,213.85,0,213.85,0,0.0,1.0,0.696733699272678,High Risk,1,Churned
696,1,658.95,1,658.95,0,0.0,1.0,0.6922523793438154,High Risk,1,Churned
31,10,2566.49,0,256.649,706,78.44444444444444,1.0,0.03698990520723469,Low Risk,2,VIP Loyal
388,1,462.08,1,462.08,0,0.0,1.0,0.6942390297720951,High Risk,1,Churned
597,1,301.26,1,301.26,0,0.0,1.0,0.695856554608066,High Risk,1,Churned
253,2,707.04,1,353.52,126,126.0,1.0,0.5966948960224626,Medium Risk,3,regular
59,7,2245.9,0,320.84285714285716,581,96.83333333333333,1.0,0.08172166310852479,Low Risk,3,regular
676,1,310.14,1,310.14,0,0.0,1.0,0.6957673654211677,High Risk,1,Churned
23,19,13370.86,0,703.7294736842106,642,35.666666666666664,1.1875,0.039179746679032235,Low Risk,2,VIP Loyal
5,7,2031.78,0,290.2542857142857,280,46.666666666666664,1.1666666666666667,0.3073479851679081,Medium Risk,2,VIP Loyal
100,11,3070.42,0,279.1290909090909,167,16.7,2.2,0.42089116959235634,Medium Risk,2,VIP Loyal
25,8,3648.15,0,456.01875,586,83.71428571428571,1.1428571428571428,0.07559437963507336,Low Risk,3,regular
33,16,5073.47,0,317.091875,664,44.266666666666666,1.4545454545454546,0.03746855595624922,Low Risk,2,VIP Loyal
68,4,2999.16,0,749.79,671,223.66666666666666,1.3333333333333333,0.07255368519602232,Low Risk,3,regular
37,5,949.12,0,189.824,248,62.0,1.0,0.36806184615844545,Medium Risk,0,Occasional
52,3,810.5,0,270.1666666666667,174,87.0,1.0,0.4990855077592163,Medium Risk,0,Occasional
16,1,122.64,0,122.64,0,0.0,1.0,0.697647451229951,High Risk,1,Churned
74,2,1346.27,0,673.135,362,362.0,1.0,0.40462183782797134,Medium Risk,3,regular
611,1,405.0,1,405.0,0,0.0,1.0,0.6948136905529217,High Risk,1,Churned
641,5,1016.47,1,203.294,93,23.25,2.5,0.5705313736569853,Medium Risk,0,Occasional
216,4,514.72,1,128.68,217,72.33333333333333,2.0,0.4286127583282548,Medium Risk,0,Occasional
31,10,2156.77,0,215.677,700,77.77777777777777,1.1111111111111112,0.038252263303119614,Low Risk,2,VIP Loyal
16,4,2624.26,0,656.065,89,29.666666666666668,1.0,0.5754059100461256,Medium Risk,3,regular
120,1,252.1,0,252.1,0,0.0,1.0,0.6963500427226624,High Risk,1,Churned
400,2,326.25,1,163.125,0,0.0,2.0,0.6961674979288305,High Risk,1,Churned
10,8,3071.68,0,383.96000000000004,593,84.71428571428571,1.1428571428571428,0.07302861450992755,Low Risk,2,VIP Loyal
400,8,1764.02,1,220.5025,337,48.142857142857146,1.3333333333333333,0.2390731715179415,Low Risk,0,Occasional
257,6,1678.88,1,279.81333333333333,270,54.0,1.0,0.3285852494389003,Medium Risk,3,regular
17,10,3288.0,0,328.8,666,83.25,1.0,0.04665243862779131,Low Risk,2,VIP Loyal
35,3,226.85,0,75.61666666666667,346,173.0,1.0,0.31664992644733253,Medium Risk,0,Occasional
46,5,2570.85,0,514.17,606,151.5,1.0,0.08472852664942039,Low Risk,3,regular
488,1,152.2,1,152.2,0,0.0,1.0,0.6973514867152072,High Risk,1,Churned
43,11,6308.0,0,573.4545454545455,694,69.4,1.1,0.03795106821237854,Low Risk,2,VIP Loyal
114,6,2280.51,0,380.08500000000004,477,95.4,1.2,0.1422103932079261,Low Risk,3,regular
165,4,1078.85,0,269.7125,430,143.33333333333334,1.0,0.2045218877485674,Low Risk,3,regular
11,2,382.14,0,191.07,190,190.0,1.0,0.5476216612124122,Medium Risk,0,Occasional
10,9,6025.5,0,669.5,662,82.75,1.2857142857142858,0.04908201949535509,Low Risk,2,VIP Loyal
206,12,4894.88,1,407.9066666666667,455,41.36363636363637,1.2,0.1239587476170052,Low Risk,2,VIP Loyal
400,1,314.59,1,314.59,0,0.0,1.0,0.6957226648540106,High Risk,1,Churned
603,1,325.24,1,325.24,0,0.0,1.0,0.6956156698420973,High Risk,1,Churned
86,11,2250.11,0,204.55545454545455,572,57.2,1.5714285714285714,0.0719267853078924,Low Risk,2,VIP Loyal
179,5,2047.51,0,409.502,467,116.75,1.25,0.1596486778821903,Low Risk,3,regular
386,3,1711.6599999999999,1,570.5533333333333,117,58.5,1.0,0.56012848890298,Medium Risk,3,regular
60,5,127.89999999999999,0,25.580000000000002,675,168.75,1.25,0.06203314281740613,Low Risk,0,Occasional
149,1,305.02,0,305.02,0,0.0,1.0,0.6958187916138722,High Risk,1,Churned
3,35,13089.94,0,373.9982857142857,725,21.323529411764707,1.6666666666666667,0.01594206163474739,Low Risk,2,VIP Loyal
51,3,413.55,0,137.85,356,178.0,1.0,0.3065442787501011,Medium Risk,0,Occasional
75,1,349.7,0,349.7,0,0.0,1.0,0.6953698528571988,High Risk,1,Churned
395,1,194.95,1,194.95,0,0.0,1.0,0.6969231696592463,High Risk,1,Churned
301,3,419.92,1,139.97333333333336,429,214.5,1.0,0.24154259338728337,Low Risk,0,Occasional
19,2,396.92,0,198.45999999999998,13,13.0,2.0,0.6868697499241248,High Risk,0,Occasional
433,1,240.68,1,240.68,0,0.0,1.0,0.6964646166850493,High Risk,1,Churned
151,2,486.82000000000005,0,243.41000000000003,133,133.0,1.0,0.592327066261793,Medium Risk,0,Occasional
539,2,243.9,1,121.95000000000002,80,80.0,1.0,0.6342198661883381,High Risk,0,Occasional
405,2,556.1899999999999,1,278.095,115,115.0,1.0,0.6059886844528825,High Risk,0,Occasional
152,1,232.6,0,232.6,0,0.0,1.0,0.6965456665397871,High Risk,1,Churned
494,3,281.26,1,93.75333333333333,241,120.5,1.0,0.4259726705768531,Medium Risk,0,Occasional
1,12,11435.67,0,952.9725,733,66.63636363636364,1.3333333333333333,0.03001976486594381,Low Risk,2,VIP Loyal
18,4,827.83,0,206.9575,137,45.666666666666664,1.3333333333333333,0.5221496276101986,Medium Risk,0,Occasional
187,1,59.5,1,59.5,0,0.0,1.0,0.6982790801511218,High Risk,1,Churned
458,1,258.6,1,258.6,0,0.0,1.0,0.6962848189816947,High Risk,1,Churned
286,4,596.98,1,149.245,335,111.66666666666667,1.0,0.29142403400404193,Low Risk,0,Occasional
3,7,3119.44,0,445.63428571428574,57,9.5,3.5,0.6041156670926152,High Risk,2,VIP Loyal
183,3,409.04,1,136.34666666666666,218,109.0,1.5,0.45365779484349444,Medium Risk,0,Occasional
438,1,11880.84,1,11880.84,0,0.0,1.0,0.5690941650909295,Medium Risk,3,regular
635,1,375.5,1,375.5,0,0.0,1.0,0.6951104483613453,High Risk,1,Churned
63,2,1259.5,0,629.75,381,381.0,1.0,0.39030946946631295,Medium Risk,3,regular
59,1,172.25,0,172.25,0,0.0,1.0,0.6971506461700964,High Risk,1,Churned
396,1,212.78,1,212.78,0,0.0,1.0,0.6967444276892225,High Risk,1,Churned
25,5,3114.4,0,622.88,395,98.75,1.25,0.2145916899193075,Low Risk,3,regular
374,9,2011.82,1,223.53555555555556,358,44.75,1.8,0.2136788391428133,Low Risk,0,Occasional
4,143,196482.81,0,1374.0056643356643,731,5.147887323943662,5.72,0.0024455441601645,Low Risk,2,VIP Loyal
31,16,2770.73,0,173.170625,546,36.4,1.6,0.06970129800923393,Low Risk,2,VIP Loyal
422,3,2020.4,1,673.4666666666667,244,122.0,1.0,0.41767735262895755,Medium Risk,3,regular
39,1,151.29999999999998,0,151.29999999999998,0,0.0,1.0,0.697360500233454,High Risk,1,Churned
597,2,465.53000000000003,1,232.76500000000001,85,85.0,1.0,0.6293826463603623,High Risk,0,Occasional
155,2,764.15,0,382.07500000000005,395,395.0,1.0,0.3819897185107597,Medium Risk,0,Occasional
26,13,2613.46,0,201.03538461538463,644,53.666666666666664,1.4444444444444444,0.045886190789137034,Low Risk,2,VIP Loyal
447,1,161.0,1,161.0,0,0.0,1.0,0.6972633465314709,High Risk,1,Churned
446,1,135.18,1,135.18,0,0.0,1.0,0.6975219166226335,High Risk,1,Churned
318,2,425.56,1,212.78,96,96.0,1.0,0.6212257626215628,High Risk,0,Occasional
5,9,2308.06,0,256.4511111111111,83,10.375,2.25,0.5497471660387193,Medium Risk,2,VIP Loyal
8,7,2035.33,0,290.76142857142855,616,102.66666666666667,1.0,0.06880420541263542,Low Risk,3,regular
303,2,631.17,1,315.58500000000004,324,324.0,1.0,0.4382433001917929,Medium Risk,0,Occasional
267,5,3365.86,1,673.1719999999999,269,67.25,1.25,0.34209081889749043,Medium Risk,3,regular
271,1,296.88,1,296.88,0,0.0,1.0,0.6959005411510778,High Risk,1,Churned
4,18,7591.75,0,421.7638888888889,693,40.76470588235294,1.8,0.030499986724711933,Low Risk,2,VIP Loyal
32,3,509.52,0,169.84,580,290.0,1.0,0.1390222475644991,Low Risk,0,Occasional
219,9,1792.26,1,199.14,505,63.125,1.5,0.10838603875565629,Low Risk,0,Occasional
247,2,766.42,1,383.21000000000004,364,364.0,1.0,0.40595586912796366,Medium Risk,3,regular
408,3,743.26,1,247.75333333333333,174,87.0,1.0,0.4992840475071164,Medium Risk,0,Occasional
465,1,161.35,1,161.35,0,0.0,1.0,0.6972598406556735,High Risk,1,Churned
281,17,8483.29,1,499.01705882352945,357,22.3125,1.5454545454545454,0.17466785341215468,Low Risk,2,VIP Loyal
269,1,138.28,1,138.28,0,0.0,1.0,0.6974908787962072,High Risk,1,Churned
32,8,1763.3,0,220.4125,453,64.71428571428571,1.0,0.14314346989429688,Low Risk,3,regular
246,2,306.55,1,153.275,49,49.0,1.0,0.6569010137238833,High Risk,0,Occasional
15,11,2815.25,0,255.9318181818182,556,55.6,1.2222222222222223,0.07753194459948959,Low Risk,2,VIP Loyal
117,4,799.9,0,199.975,138,46.0,1.0,0.5192096617643108,Medium Risk,0,Occasional
36,2,741.54,0,370.77,358,358.0,1.0,0.41077758660781466,Medium Risk,3,regular
132,10,5635.41,0,563.5409999999999,514,57.111111111111114,1.6666666666666667,0.10027301207748743,Low Risk,2,VIP Loyal
217,6,1209.2,1,201.53333333333333,394,78.8,1.2,0.20441734777780657,Low Risk,0,Occasional
637,1,213.01,1,213.01,0,0.0,1.0,0.6967421215990782,High Risk,1,Churned
50,8,1980.56,0,247.57,258,36.857142857142854,1.6,0.3258772020140742,Medium Risk,2,VIP Loyal
39,2,1079.6599999999999,0,539.83,61,61.0,1.0,0.6444223796172859,High Risk,3,regular
29,8,1080.05,0,135.00625,701,100.14285714285714,1.6,0.042634180038643804,Low Risk,0,Occasional
37,16,2855.17,0,178.448125,693,46.2,1.0,0.03157493061159522,Low Risk,2,VIP Loyal
436,3,724.73,1,241.57666666666668,248,124.0,1.5,0.4196135836682654,Medium Risk,0,Occasional
136,2,752.6,0,376.29999999999995,25,25.0,2.0,0.6768365662822525,High Risk,3,regular
219,2,610.59,1,305.295,27,27.0,1.0,0.6713949070867351,High Risk,0,Occasional
28,1,491.86,0,491.86,0,0.0,1.0,0.6939389752765789,High Risk,1,Churned
411,2,487.03000000000003,1,243.51500000000001,324,324.0,1.0,0.4389787405668311,Medium Risk,0,Occasional
509,4,6701.640000000001,1,1675.4100000000003,94,31.333333333333332,2.0,0.5672510860187717,Medium Risk,3,regular
25,13,9813.22,0,754.863076923077,701,58.416666666666664,1.1818181818181819,0.034160643332544156,Low Risk,2,VIP Loyal
5,7,2766.21,0,395.17285714285714,728,121.33333333333333,1.1666666666666667,0.03919485101542105,Low Risk,2,VIP Loyal
200,1,339.59999999999997,1,339.59999999999997,0,0.0,1.0,0.6954713688947048,High Risk,1,Churned
396,1,440.93,1,440.93,0,0.0,1.0,0.6944520309332346,High Risk,1,Churned
18,2,292.2,0,146.1,509,509.0,1.0,0.3013818880461377,Medium Risk,0,Occasional
241,5,1597.77,1,319.554,496,124.0,1.0,0.14034597470191307,Low Risk,3,regular
72,3,668.4300000000001,0,222.81000000000003,145,72.5,1.0,0.5320206070775488,Medium Risk,0,Occasional
17,12,3131.02,0,260.91833333333335,303,27.545454545454547,1.7142857142857142,0.24803431283904712,Low Risk,2,VIP Loyal
3,7,1341.6,0,191.65714285714284,256,42.666666666666664,1.1666666666666667,0.33545156330487735,Medium Risk,2,VIP Loyal
95,2,1156.36,0,578.18,197,197.0,1.0,0.5380117019555013,Medium Risk,3,regular
162,2,777.36,0,388.68,383,383.0,1.0,0.39114506480201133,Medium Risk,3,regular
414,1,176.69,1,176.69,0,0.0,1.0,0.6971061605640458,High Risk,1,Churned
374,2,249.39999999999998,1,124.69999999999999,51,51.0,1.0,0.6557063169714141,High Risk,0,Occasional
96,9,2268.35,0,252.0388888888889,642,91.71428571428571,1.3333333333333333,0.055938867575822046,Low Risk,3,regular
54,11,3602.1800000000003,0,327.4709090909091,563,56.3,1.1,0.07470999352236668,Low Risk,2,VIP Loyal
288,1,296.25,1,296.25,0,0.0,1.0,0.6959068676879685,High Risk,1,Churned
124,7,1590.73,0,227.24714285714285,403,67.16666666666667,1.1666666666666667,0.18743366854319402,Low Risk,0,Occasional
288,4,2094.57,1,523.6425,449,149.66666666666666,1.0,0.1886220472023764,Low Risk,3,regular
152,3,447.05,0,149.01666666666668,285,142.5,1.0,0.37804315114201686,Medium Risk,0,Occasional
4,9,2161.35,0,240.14999999999998,59,7.375,3.0,0.5856129732764948,Medium Risk,2,VIP Loyal
2,23,9207.5,0,400.32608695652175,722,32.81818181818182,1.3529411764705883,0.022301079391476842,Low Risk,2,VIP Loyal
675,1,195.55,1,195.55,0,0.0,1.0,0.696917155754536,High Risk,1,Churned
12,15,9416.98,0,627.7986666666667,727,51.92857142857143,1.3636363636363635,0.027820709506969837,Low Risk,2,VIP Loyal
33,2,659.4100000000001,0,329.70500000000004,37,37.0,1.0,0.6639810783534879,High Risk,0,Occasional
54,5,1363.6399999999999,0,272.72799999999995,539,134.75,1.0,0.11595314583824019,Low Risk,3,regular
50,6,1952.17,0,325.3616666666667,606,121.2,1.2,0.07782768725936644,Low Risk,3,regular
219,5,2472.48,1,494.496,479,119.75,1.25,0.15132713549960564,Low Risk,3,regular
63,3,5217.4400000000005,0,1739.1466666666668,371,185.5,1.0,0.2808139699053305,Low Risk,3,regular
71,6,2953.26,0,492.21000000000004,571,114.2,1.2,0.09181348755193003,Low Risk,3,regular
653,1,352.821,1,352.821,0,0.0,1.0,0.6953384795508654,High Risk,1,Churned
495,1,190.35,1,190.35,0,0.0,1.0,0.6969692740215251,High Risk,1,Churned
2,73,35540.53,0,486.85657534246576,736,10.366197183098592,3.130434782608696,0.00611633543661465,Low Risk,2,VIP Loyal
727,2,875.97,1,437.985,4,4.0,2.0,0.6909920983194582,High Risk,1,Churned
2,20,5800.42,0,290.021,721,37.94736842105263,1.25,0.02420093567887992,Low Risk,2,VIP Loyal
422,4,785.37,1,196.3425,308,102.66666666666667,1.0,0.3192215393559826,Medium Risk,0,Occasional
64,9,5728.82,0,636.5355555555556,588,73.5,1.5,0.07191338744812441,Low Risk,2,VIP Loyal
34,8,3114.22,0,389.2775,620,88.57142857142857,1.1428571428571428,0.06377611039926132,Low Risk,3,regular
397,2,301.54,1,150.77,263,263.0,1.0,0.4890502686226073,Medium Risk,0,Occasional
82,1,345.0,0,345.0,0,0.0,1.0,0.6954170953590504,High Risk,1,Churned
591,1,1049.66,1,1049.66,0,0.0,1.0,0.6882885294219303,High Risk,1,Churned
428,2,623.98,1,311.99,0,0.0,2.0,0.694860981964258,High Risk,1,Churned
1,61,56478.42,0,925.8757377049182,737,12.491525423728813,2.5,0.009243824964348975,Low Risk,2,VIP Loyal
103,4,1124.49,0,281.1225,462,154.0,1.0,0.1801021858884316,Low Risk,0,Occasional
516,1,161.13,1,161.13,0,0.0,1.0,0.6972620443517136,High Risk,1,Churned
7,3,735.82,0,245.27333333333334,399,199.5,1.0,0.26634568423856114,Low Risk,3,regular
251,3,778.83,1,259.61,470,235.0,1.0,0.20872806992819265,Low Risk,0,Occasional
13,13,1793.72,0,137.97846153846154,720,60.0,1.0833333333333333,0.030343371960935884,Low Risk,2,VIP Loyal
488,4,1542.09,1,385.5225,185,61.666666666666664,1.0,0.46027097692882696,Medium Risk,3,regular
10,14,2910.23,0,207.87357142857144,440,33.84615384615385,1.2727272727272727,0.1253810695231896,Low Risk,2,VIP Loyal
429,4,542.49,1,135.6225,31,10.333333333333334,2.0,0.6513873441216108,High Risk,0,Occasional
367,6,3358.94,1,559.8233333333333,368,73.6,1.2,0.22637919707917126,Low Risk,3,regular
76,6,1222.5,0,203.75,619,123.8,1.0,0.07293176306418726,Low Risk,0,Occasional
505,1,3.75,1,3.75,0,0.0,1.0,0.6988361588346201,High Risk,1,Churned
388,1,239.45999999999998,1,239.45999999999998,0,0.0,1.0,0.6964768551934407,High Risk,1,Churned
4,1,348.8,0,348.8,0,0.0,1.0,0.6953788996124584,High Risk,1,Churned
128,2,1516.0,0,758.0,40,40.0,1.0,0.6578247478315048,High Risk,3,regular
66,3,383.95,0,127.98333333333335,356,178.0,1.0,0.30661860016062636,Medium Risk,0,Occasional
647,1,96.0,1,96.0,0,0.0,1.0,0.6979140391879882,High Risk,1,Churned
547,1,126.03,1,126.03,0,0.0,1.0,0.6976135177524031,High Risk,1,Churned
388,4,836.3,1,209.075,249,83.0,1.0,0.3850511513860861,Medium Risk,3,regular
499,1,289.7,1,289.7,0,0.0,1.0,0.6959726391967095,High Risk,1,Churned
437,3,1179.45,1,393.15000000000003,210,105.0,1.0,0.4576789280295773,Medium Risk,3,regular
1,110,75836.87,0,689.4260909090908,729,6.75,4.36,0.002982251158706007,Low Risk,2,VIP Loyal
117,9,2803.57,0,311.5077777777778,527,65.875,1.125,0.09668065763120778,Low Risk,3,regular
310,3,1679.56,1,559.8533333333334,427,213.5,1.0,0.24046418876086495,Low Risk,3,regular
67,1,324.8,0,324.8,0,0.0,1.0,0.6956200907123351,High Risk,1,Churned
139,19,26259.11,0,1382.0584210526315,523,29.055555555555557,1.4615384615384615,0.07685294259935954,Low Risk,2,VIP Loyal
255,3,1338.91,1,446.3033333333333,363,181.5,1.0,0.2976128615567373,Low Risk,3,regular
31,9,3208.52,0,356.5022222222222,406,50.75,1.8,0.1731596375564817,Low Risk,2,VIP Loyal
52,2,924.6,0,462.3,76,76.0,1.0,0.6339544633990762,High Risk,3,regular
64,1,256.38,0,256.38,0,0.0,1.0,0.6963070962860356,High Risk,1,Churned
367,3,534.8,1,178.26666666666665,368,184.0,1.0,0.2949113334828936,Low Risk,0,Occasional
6,5,1747.66,0,349.53200000000004,91,22.75,1.6666666666666667,0.5678621997881933,Medium Risk,3,regular
305,3,679.7,1,226.5666666666667,155,77.5,1.0,0.5207918053778313,Medium Risk,0,Occasional
29,3,1499.01,0,499.67,27,13.5,1.5,0.6590353488885594,High Risk,3,regular
184,3,814.5,1,271.5,55,27.5,1.5,0.6321231508840982,High Risk,0,Occasional
42,3,539.0,0,179.66666666666666,63,31.5,1.5,0.6244928043425755,High Risk,0,Occasional
40,8,2765.47,0,345.68375000000003,694,99.14285714285714,1.1428571428571428,0.04374365968415873,Low Risk,3,regular
92,3,2257.32,0,752.44,434,217.0,1.0,0.2335457750153579,Low Risk,3,regular
22,8,7475.74,0,934.4675,643,91.85714285714286,1.1428571428571428,0.05661244073507576,Low Risk,3,regular
24,2,571.6700000000001,0,285.83500000000004,40,40.0,1.0,0.6622156041612435,High Risk,0,Occasional
29,2,382.98,0,191.49,322,322.0,1.0,0.44110685527696203,Medium Risk,0,Occasional
